NOM_BORNE_RECHARGE,NOM_PARC,ADRESSE,VILLE,PROVINCE,NIVEAU_RECHARGE,MODE_TARIFICATION,TYPE_EMPLACEMENT,LONGITUDE,LATITUDE
"CEA-11245","2028 | BSR | VSMPE | 405 Guizot","405 Rue Guizot E Montréal QC H2P 1M8","Montréal","QC","Niveau 2","par heure","sur rue",-73.632246,45.54378
"CEA-10795","2028 | BSR | VSMPE | 405 Guizot","405 Rue Guizot E Montréal QC H2P 1M8","Montréal","QC","Niveau 2","par heure","sur rue",-73.632246,45.54378
"CEA-11350","2029 | BSR | VSMPE | 20 Guizot","20 rue Guizot Est Montréal QC H2P 2L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.63423,45.54016
"CEA-11338","2029 | BSR | VSMPE | 20 Guizot","20 rue Guizot Est Montréal QC H2P 2L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.63423,45.54016
"CEA-11134","2030 | BSR | VSMPE | 7350 Garnier","7350 Garnier Montréal QC H2E 3A3","Montréal","QC","Niveau 2","par heure","sur rue",-73.61181,45.547504
"CEA-11442","2030 | BSR | VSMPE | 7350 Garnier","7350 Garnier Montréal QC H2E 3A3","Montréal","QC","Niveau 2","par heure","sur rue",-73.61181,45.547504
"CEA-11295","2031 | BSR | VSMPE | 3901 Jarry","3901 jarry E Montréal QC H1Z 2G1","Montréal","QC","Niveau 2","par heure","sur rue",-73.604917,45.569847
"CEA-11289","2031 | BSR | VSMPE | 3901 Jarry","3901 jarry E Montréal QC H1Z 2G1","Montréal","QC","Niveau 2","par heure","sur rue",-73.604917,45.569847
"CEA-11269","2032 | BSR | VSMPE | 9309 De Lille","9309 Rue de Lille Montréal QC H1Z 2P4","Montréal","QC","Niveau 2","par heure",,-73.636232,45.569287
"CEA-11135","2032 | BSR | VSMPE | 9309 De Lille","9309 Rue de Lille Montréal QC H1Z 2P4","Montréal","QC","Niveau 2","par heure",,-73.636232,45.569287
"CEA-11353","2033 | BSR | VSMPE | 7707 Shelley","7707 Shelley Montréal QC H2A 1H6","Montréal","QC","Niveau 2","par heure","sur rue",-73.60473,45.562163
"CEA-11340","2033 | BSR | VSMPE | 7707 Shelley","7707 Shelley Montréal QC H2A 1H6","Montréal","QC","Niveau 2","par heure","sur rue",-73.60473,45.562163
"CEA-11129","2034 | BSR | VSMPE | 6900 Parc","6900 Av du Parc Montréal QC H3N 1W9","Montréal","QC","Niveau 2","par heure","sur rue",-73.618285,45.529087
"CEA-11197","2034 | BSR | VSMPE | 6900 Parc","6900 Av du Parc Montréal QC H3N 1W9","Montréal","QC","Niveau 2","par heure",,-73.618285,45.529087
"CEA-11797","2035 | BSR | VSMPE | 227 Gary Carter","227 Rue Gary-Carter Montréal QC H2R 2V7","Montréal","QC","Niveau 2","par heure","sur rue",-73.624819,45.532181
"CEA-11809","2035 | BSR | VSMPE | 227 Gary Carter","227 Rue Gary-Carter Montréal QC H2R 2V7","Montréal","QC","Niveau 2","par heure","sur rue",-73.624819,45.532181
"CEA-12788","2035 | BSR | VSMPE | 227 Gary Carter","227 Rue Gary-Carter Montréal QC H2R 2V7","Montréal","QC","Niveau 2","par heure",,-73.624819,45.532181
"CEA-12783","2035 | BSR | VSMPE | 227 Gary Carter","227 Rue Gary-Carter Montréal QC H2R 2V7","Montréal","QC","Niveau 2","par heure",,-73.624819,45.532181
"CEA-11790","2036 | BSR | VSMPE | 9050 16e ave","9050 16e Avenue Montréal QC H1Z 3P8","Montréal","QC","Niveau 2","par heure","sur rue",-73.625409,45.574636
"CEA-11798","2036 | BSR | VSMPE | 9050 16e ave","9050 16e Avenue Montréal QC H1Z 3P8","Montréal","QC","Niveau 2","par heure","sur rue",-73.625409,45.574636
"CEA-12005","2037 | BSR | VSMPE | 7390 de la Roche","7390 de la Roche Montréal QC H2R 1N4","Montréal","QC","Niveau 2","par heure","sur rue",-73.614551,45.544616
"CEA-12012","2037 | BSR | VSMPE | 7390 de la Roche","7390 de la Roche Montréal QC H2R 1N4","Montréal","QC","Niveau 2","par heure","sur rue",-73.614551,45.544616
"CEA-12109","2038 | BSR | VSMPE | 8862 D’Iberville","8862 D'Iberville Montréal QC H1Z 2P9","Montréal","QC","Niveau 2","par heure","sur rue",-73.626561,45.566527
"CEA-12112","2038 | BSR | VSMPE | 8862 D’Iberville","8862 D'Iberville Montréal QC H1Z 2P9","Montréal","QC","Niveau 2","par heure","sur rue",-73.626561,45.566527
"CEA-12314","2039 | BSR | VSMPE | 8425 13e Ave","8425 13e Ave Montréal QC H1Z 3K5","Montréal","QC","Niveau 2","par heure","sur rue",-73.614257,45.567413
"CEA-12315","2039 | BSR | VSMPE | 8425 13e Ave","8425 13e Ave Montréal QC H1Z 3K5","Montréal","QC","Niveau 2","par heure","sur rue",-73.614257,45.567413
"CEA-11919","2040 | BSR | VSMPE | 8675 Saint-Dominique","8675 rue Saint-Dominique Montréal QC H2P 2L7","Montréal","QC","Niveau 2","par heure","sur rue",-73.64013,45.54223
"CEA-11917","2040 | BSR | VSMPE | 8675 Saint-Dominique","8675 rue Saint-Dominique Montréal QC H2P 2L7","Montréal","QC","Niveau 2","par heure",,-73.64013,45.54223
"CEA-12575","2041 | BSR | VSMPE | 7193 Boyer","7193 Boyer Montréal QC H2R 1V5","Montréal","QC","Niveau 2","par heure",,-73.613365,45.541921
"CEA-12528","2041 | BSR | VSMPE | 7193 Boyer","7193 Boyer Montréal QC H2R 1V5","Montréal","QC","Niveau 2","par heure",,-73.613365,45.541921
"CEA-12569","2042 | BSR | VSMPE | 1097 d’Anvers","1097 d’Anvers Montréal QC H3N 2W5","Montréal","QC","Niveau 2","par heure",,-73.640849,45.528882
"CEA-12522","2042 | BSR | VSMPE | 1097 d’Anvers","1097 d’Anvers Montréal QC H3N 2W5","Montréal","QC","Niveau 2","par heure",,-73.640849,45.528882
"CEA-12790","2043 | BSR | VSMPE | 408 Gounod","480 Gounod Montréal QC H2R 2G2","Montréal","QC","Niveau 2","par heure",,-73.626035,45.541975
"CEA-12823","2043 | BSR | VSMPE | 408 Gounod","480 Gounod Montréal QC H2R 2G2","Montréal","QC","Niveau 2","par heure",,-73.626035,45.541975
"CEA-12571","2044 | BSR | VSMPE | 2451 Villeray","7719 Avenue Louis-Hébert Montréal QC H2E 2Y1","Montréal","QC","Niveau 2","par heure",,-73.609714,45.556279
"CEA-12564","2044 | BSR | VSMPE | 2451 Villeray","7719 Avenue Louis-Hébert Montréal QC H2E 2Y1","Montréal","QC","Niveau 2","par heure",,-73.609714,45.556279
"CEA-12974","2045 | BSR | VSMPE | 8501 de Gaspé","8501 de Gaspé Montréal QC H2P 1J3","Montréal","QC","Niveau 2","par heure",,-73.636791,45.542525
"CEA-13105","2045 | BSR | VSMPE | 8501 de Gaspé","8501 de Gaspé Montréal QC H2P 1J3","Montréal","QC","Niveau 2","par heure",,-73.636791,45.542525
"CEA-13084","2046 | BSR | VSMPE | 7255 Alexandra","7255 Alexandra Montréal QC H2R 2Y9","Montréal","QC","Niveau 2","par heure","sur rue",-73.621507,45.532992
"CEA-12801","2046 | BSR | VSMPE | 7255 Alexandra","7255 Alexandra Montréal QC H2R 2Y9","Montréal","QC","Niveau 2","par heure","sur rue",-73.621507,45.532992
"CEA-12792","2046 | BSR | VSMPE | 7255 Alexandra","7255 Alexandra Montréal QC H2R 2Y9","Montréal","QC","Niveau 2","par heure","sur rue",-73.621507,45.532992
"CEA-12826","2046 | BSR | VSMPE | 7255 Alexandra","7255 Alexandra Montréal QC H2R 2Y9","Montréal","QC","Niveau 2","par heure","sur rue",-73.621507,45.532992
"CEA-13064","2047 | BSR | VSMPE | 4115 48e Rue - Parc Ovila-Legaré","4115 48e Rue Montréal QC H1Z 3W3","Montréal","QC","Niveau 2","par heure",,-73.622509,45.581191
"CEA-13085","2047 | BSR | VSMPE | 4115 48e Rue - Parc Ovila-Legaré","4115 48e Rue Montréal QC H1Z 3W3","Montréal","QC","Niveau 2","par heure",,-73.622509,45.581191
"CEA-12775","2048 | BSR | VSMPE | 8146 Drolet","8146 Drolet Montréal QC H2P 2H5","Montréal","QC","Niveau 2","par heure","sur rue",-73.630112,45.541968
"CEA-12774","2048 | BSR | VSMPE | 8146 Drolet","8146 Drolet Montréal QC H2P 2H5","Montréal","QC","Niveau 2","par heure","sur rue",-73.630112,45.541968
"CEA-13470","2049 | BSR | VSMPE | 7851 Stuart","7851 Stuart Montréal QC H3N 2R6","Montréal","QC","Niveau 2","par heure","sur rue",-73.633867,45.527638
"CEA-13471","2049 | BSR | VSMPE | 7851 Stuart","7851 Stuart Montréal QC H3N 2R6","Montréal","QC","Niveau 2","par heure","sur rue",-73.633867,45.527638
"CEA-13599","2050 | BSR | VSMPE | 8090 des Érables","8090 Des Erables Montréal QC H2E 2S3","Montréal","QC","Niveau 2","par heure","sur rue",-73.616115,45.556208
"CEA-13604","2050 | BSR | VSMPE | 8090 des Érables","8090 Des Erables Montréal QC H2E 2S3","Montréal","QC","Niveau 2","par heure","sur rue",-73.616115,45.556208
"CEA-13605","2051 | BSR | VSMPE | 7500 St-Hubert","7500 St-Hubert Montréal QC H2R 2N6","Montréal","QC","Niveau 2","par heure",,-73.618224,45.542779
"CEA-13600","2051 | BSR | VSMPE | 7500 St-Hubert","7500 St-Hubert Montréal QC H2R 2N6","Montréal","QC","Niveau 2","par heure",,-73.618224,45.542779
"CEA-12850","2052 | BSR | VSMPE | 8212 des Belges","8212 avenue des Belges Montréal QC H2P 2B6","Montréal","QC","Niveau 2","par heure",,-73.629017,45.54613
"CEA-12852","2052 | BSR | VSMPE | 8212 des Belges","8212 avenue des Belges Montréal QC H2P 2B6","Montréal","QC","Niveau 2","par heure",,-73.629017,45.54613
"CEA-13480","2053 | BSR | VSMPE | 26 Gounod","26 Gounod Montréal QC H2R 1A4","Montréal","QC","Niveau 2","par heure",,-73.628201,45.538284
"CEA-13469","2053 | BSR | VSMPE | 26 Gounod","26 Gounod Montréal QC H2R 1A4","Montréal","QC","Niveau 2","par heure",,-73.628201,45.538284
"CEA-13468","2054| BSR | VSMPE | 7904 av. Querbes","7904 Avenue Querbes Montréal QC H3N 2C1","Montréal","QC","Niveau 2","par heure",,-73.632414,45.530932
"CEA-13475","2054| BSR | VSMPE | 7904 av. Querbes","7904 Avenue Querbes Montréal QC H3N 2C1","Montréal","QC","Niveau 2","par heure",,-73.632414,45.530932
"CEA-13777","2055 | BSR | VSMPE | 7680 rue de la Roche","7680 Rue de la Roche Montréal QC H2R 2T5","Montréal","QC","Niveau 2","par heure",,-73.618718,45.546347
"CEA-13769","2055 | BSR | VSMPE | 7680 rue de la Roche","7680 Rue de la Roche Montréal QC H2R 2T5","Montréal","QC","Niveau 2","par heure",,-73.618718,45.546347
"CEA-13772","2055 | BSR | VSMPE | 7680 rue de la Roche","7680 Rue de la Roche Montréal QC H2R 2T5","Montréal","QC","Niveau 2","par heure",,-73.618718,45.546347
"CEA-13773","2055 | BSR | VSMPE | 7680 rue de la Roche","7680 Rue de la Roche Montréal QC H2R 2T5","Montréal","QC","Niveau 2","par heure",,-73.618718,45.546347
"CEA-13516","2058| BSR | VSMPE | 2497 Charland","2497 Avenue Charland Montréal QC H1Z 1C3","Montréal","QC","Niveau 2","par heure",,-73.639015,45.57185
"CEA-13774","2058| BSR | VSMPE | 2497 Charland","2497 Avenue Charland Montréal QC H1Z 1C3","Montréal","QC","Niveau 2","par heure",,-73.639015,45.57185
"CEA-13771","2063 | BSR | VSMPE | 3505 Bélanger","3505 Bélanger Montréal QC H1X 1A5","Montréal","QC","Niveau 2","par heure","sur rue",-73.592392,45.559255
"CEA-13770","2063 | BSR | VSMPE | 3505 Bélanger","3505 Bélanger Montréal QC H1X 1A5","Montréal","QC","Niveau 2","par heure",,-73.592392,45.559255
"CEA-13775","2063 | BSR | VSMPE | 3505 Bélanger","3505 Bélanger Montréal QC H1X 1A5","Montréal","QC","Niveau 2","par heure",,-73.592392,45.559255
"CEA-13776","2063 | BSR | VSMPE | 3505 Bélanger","3505 Bélanger Montréal QC H1X 1A5","Montréal","QC","Niveau 2","par heure",,-73.592392,45.559255
"CEA-10674","2080 | BHR | VSMPE | 7501 François Perrault : Maison du citoyen","7501 François Perrault Montréal QC H2A 1M1","Montréal","QC","Niveau 2","par heure",,-73.601268,45.561522
"CEA-12514","2080 | BHR | VSMPE | 7501 François Perrault : Maison du citoyen","7501 François Perrault Montréal QC H2A 1M1","Montréal","QC","Niveau 2","par heure",,-73.601268,45.561522
"CEA-10195","2081 | BHR | VSMPE | 8650 Querbes : Aréna Howie Morentz","8650 Avenue Querbes Montréal QC H3N 2G5","Montréal","QC","Niveau 2","par heure",,-73.644046,45.534083
"CEA-033","2082 | BHR | VSMPE | 9235 Papineau : Stade de Soccer de Montréal","9235 Avenue Papineau Montréal QC H2M 2G5","Montréal","QC","Niveau 2","par heure",,-73.638178,45.562235
"CEA-094","2082 | BHR | VSMPE | 9235 Papineau : Stade de Soccer de Montréal","9235 Avenue Papineau Montréal QC H2M 2G5","Montréal","QC","Niveau 2","par heure",,-73.638178,45.562235
"CEA-159","2082 | BHR | VSMPE | 9235 Papineau : Stade de Soccer de Montréal","9235 Avenue Papineau Montréal QC H2M 2G5","Montréal","QC","Niveau 2","par heure",,-73.638178,45.562235
"CEA-144","2082 | BHR | VSMPE | 9235 Papineau : Stade de Soccer de Montréal","9235 Avenue Papineau Montréal QC H2M 2G5","Montréal","QC","Niveau 2","par heure",,-73.638178,45.562235
"CEA-14196","2082 | BHR | VSMPE | 9235 Papineau : Stade de Soccer de Montréal","9235 Avenue Papineau Montréal QC H2M 2G5","Montréal","QC","Niveau 2","par heure",,-73.638178,45.562235
"CEA-11253","2082 | BHR | VSMPE | 9235 Papineau : Stade de Soccer de Montréal","9235 Avenue Papineau Montréal QC H2M 2G5","Montréal","QC","Niveau 2","par heure",,-73.638178,45.562235
"CEA-055","2085 | BHR | VSMPE | 8000 de Normanville : Centre sportif Jean-Rougeau","8000 rue de Normanville Montréal QC H2R 2V6","Montréal","QC","Niveau 2","par heure",,-73.622184,45.548523
"CEA-11364","2086 | BHR | VSMPE | 3440 Jarry Est - Aréna St-Michel","3440 Jarry Est - Aréna St-Michel Montréal QC H1Z 2E9","Montréal","QC","Niveau 2","par heure",,-73.607057,45.565161
"CEA-11370","2086 | BHR | VSMPE | 3440 Jarry Est - Aréna St-Michel","3440 Jarry Est - Aréna St-Michel Montréal QC H1Z 2E9","Montréal","QC","Niveau 2","par heure",,-73.607057,45.565161
"CEA-11365","2086 | BHR | VSMPE | 3440 Jarry Est - Aréna St-Michel","3440 Jarry Est - Aréna St-Michel Montréal QC H1Z 2E9","Montréal","QC","Niveau 2","par heure",,-73.607057,45.565161
"CEA-11683","2086 | BHR | VSMPE | 3440 Jarry Est - Aréna St-Michel","3440 Jarry Est - Aréna St-Michel Montréal QC H1Z 2E9","Montréal","QC","Niveau 2","par heure","sur rue",-73.607057,45.565161
"CEA-13798","2407 Jacques Hertel","2407 Rue Jacques-Hertel Montréal QC H4E 1R8","Montréal","QC","Niveau 2","par heure",,-73.596917,45.459813
"CEA-13835","2407 Jacques Hertel","2407 Rue Jacques-Hertel Montréal QC H4E 1R8","Montréal","QC","Niveau 2","par heure",,-73.596917,45.459813
"CEA-13820","2407 Jacques Hertel","2407 Rue Jacques-Hertel Montréal QC H4E 1R8","Montréal","QC","Niveau 2","par heure",,-73.596917,45.459813
"CEA-13788","2407 Jacques Hertel","2407 Rue Jacques-Hertel Montréal QC H4E 1R8","Montréal","QC","Niveau 2","par heure",,-73.596917,45.459813
"CEA-13806","2522 Cuvilier","2522 Rue Cuvillier Montréal QC H1W 3B1","Montréal","QC","Niveau 2","par heure",,-73.553038,45.545599
"CEA-13803","2522 Cuvilier","2522 Rue Cuvillier Montréal QC H1W 3B1","Montréal","QC","Niveau 2","par heure",,-73.553038,45.545599
"CEA-13809","2522 Cuvilier","2522 Rue Cuvillier Montréal QC H1W 3B1","Montréal","QC","Niveau 2","par heure",,-73.553038,45.545599
"CEA-13808","2522 Cuvilier","2522 Rue Cuvillier Montréal QC H1W 3B1","Montréal","QC","Niveau 2","par heure",,-73.553038,45.545599
"CEA-13801","2735 Cuvilier","2735 Rue Cuvillier Montréal QC H1W 3A9","Montréal","QC","Niveau 2","par heure",,-73.554881,45.546492
"CEA-13804","2735 Cuvilier","2735 Rue Cuvillier Montréal QC H1W 3A9","Montréal","QC","Niveau 2","par heure",,-73.554881,45.546492
"CEA-13807","2735 Cuvilier","2735 Rue Cuvillier Montréal QC H1W 3A9","Montréal","QC","Niveau 2","par heure",,-73.554881,45.546492
"CEA-13420","2735 Cuvilier","2735 Rue Cuvillier Montréal QC H1W 3A9","Montréal","QC","Niveau 2","par heure",,-73.554881,45.546492
"CEA-13030","3000 rue Viau","3000 Rue Viau Montréal QC H1V 3J3","Montréal","QC","Niveau 2","par heure",,-73.550057,45.562034
"CEA-10692","4009 | BSR | MHM | 3450 Ontario","3450 Ontario Montréal QC H1W 1R2","Montréal","QC","Niveau 2","par heure","sur rue",-73.54487,45.544091
"CEA-10689","4010 | BSR | MHM | 3150 Sainte-Catherine E","3150 Rue Sainte-Catherine E Montréal QC H1W 2C3","Montréal","QC","Niveau 2","par heure","sur rue",-73.541465,45.538594
"CEA-10707","4010 | BSR | MHM | 3150 Sainte-Catherine E","3150 Rue Sainte-Catherine E Montréal QC H1W 2C3","Montréal","QC","Niveau 2","par heure","sur rue",-73.541465,45.538594
"CEA-10690","4011 | BSR | MHM | 3450 Ste-Catherine","3450 Ste-Catherine Montréal QC H1W 2E2","Montréal","QC","Niveau 2","par heure","sur rue",-73.539357,45.541949
"CEA-10704","4011 | BSR | MHM | 3450 Ste-Catherine","3450 Ste-Catherine Montréal QC H1W 2E2","Montréal","QC","Niveau 2","par heure","sur rue",-73.539357,45.541949
"CEA-10612","4012 | BSR | MHM | 2222 Valois","2222 Avenue Valois  Montréal QC H1W 3M5","Montréal","QC","Niveau 2","par heure","sur rue",-73.546826,45.548353
"CEA-10615","4012 | BSR | MHM | 2222 Valois","2222 Avenue Valois  Montréal QC H1W 3M5","Montréal","QC","Niveau 2","par heure","sur rue",-73.546826,45.548353
"CEA-10645","4013 | BSR | MHM | 2696 D'Orleans","2696 D'orléans Montréal QC H1W 3S5","Montréal","QC","Niveau 2","par heure","sur rue",-73.552352,45.551595
"CEA-10641","4013 | BSR | MHM | 2696 D'Orleans","2696 D'orléans Montréal QC H1W 3S5","Montréal","QC","Niveau 2","par heure","sur rue",-73.552352,45.551595
"CEA-10695","4014 | BSR | MHM | 4217 Rue de Rouen","4217 Rue de Rouen  Montréal QC H1V 1G7","Montréal","QC","Niveau 2","par heure","sur rue",-73.544178,45.552523
"CEA-10698","4014 | BSR | MHM | 4217 Rue de Rouen","4217 Rue de Rouen  Montréal QC H1V 1G7","Montréal","QC","Niveau 2","par heure","sur rue",-73.544178,45.552523
"CEA-12866","4014 | BSR | MHM | 4217 Rue de Rouen","4217 Rue de Rouen  Montréal QC H1V 1G7","Montréal","QC","Niveau 2","par heure",,-73.544178,45.552523
"CEA-12781","4014 | BSR | MHM | 4217 Rue de Rouen","4217 Rue de Rouen  Montréal QC H1V 1G7","Montréal","QC","Niveau 2","par heure",,-73.544178,45.552523
"CEA-10600","4015 | BSR | MHM | 2251 Aird","2251 Aird Montréal QC H1V 2W4","Montréal","QC","Niveau 2","par heure","sur rue",-73.541657,45.556951
"CEA-10640","4015 | BSR | MHM | 2251 Aird","2251 Aird Montréal QC H1V 2W4","Montréal","QC","Niveau 2","par heure","sur rue",-73.541657,45.556951
"CEA-10877","4016 | BSR | MHM | 5750 Pierre de Coubertin","5750 Pierre de Coubertin Montréal QC H1N 2K9","Montréal","QC","Niveau 2","par heure","sur rue",-73.540662,45.571536
"CEA-10879","4016 | BSR | MHM | 5750 Pierre de Coubertin","5750 Pierre de Coubertin Montréal QC H1N 2K9","Montréal","QC","Niveau 2","par heure","sur rue",-73.540662,45.571536
"CEA-10694","4017 | BSR | MHM | 4800 Ste-Catherine","4800 Ste-Catherine Montréal QC H1V 3A9","Montréal","QC","Niveau 2","par heure","sur rue",-73.530446,45.555765
"CEA-10696","4017 | BSR | MHM | 4800 Ste-Catherine","4800 Ste-Catherine Montréal QC H1V 3A9","Montréal","QC","Niveau 2","par heure","sur rue",-73.530446,45.555765
"CEA-10777","4018 | BSR | MHM | 8355 Notre-Dame","8355 Notre-Dame Montréal QC H1L 3L2","Montréal","QC","Niveau 2","par heure","sur rue",-73.511315,45.594264
"CEA-10747","4018 | BSR | MHM | 8355 Notre-Dame","8355 Notre-Dame Montréal QC H1L 3L2","Montréal","QC","Niveau 2","par heure","sur rue",-73.511315,45.594264
"CEA-10736","4018 | BSR | MHM | 8355 Notre-Dame","8355 Notre-Dame Montréal QC H1L 3L2","Montréal","QC","Niveau 2","par heure","sur rue",-73.511315,45.594264
"CEA-10299","4018 | BSR | MHM | 8355 Notre-Dame","8355 Notre-Dame Montréal QC H1L 3L2","Montréal","QC","Niveau 2","par heure","sur rue",-73.511315,45.594264
"CEA-13735","4019 | BSR | MHM | 2250 rue Darling","2250 rue Darling Montréal QC H1W 2X1","Montréal","QC","Niveau 2","par heure",,-73.550372,45.543463
"CEA-10546","3012 | BSR | RPP | 6225 Chambord","6225 Rue Chambord Montréal QC H2G 3B8","Montréal","QC","Niveau 2","par heure","sur rue",-73.596886,45.538988
"CEA-10580","3012 | BSR | RPP | 6225 Chambord","6225 Rue Chambord Montréal QC H2G 3B8","Montréal","QC","Niveau 2","par heure","sur rue",-73.596886,45.538988
"CEA-10578","3013 | BSR | RPP | 6036 St-Hubert","6036 St-Hubert Montréal QC H2S 2L7","Montréal","QC","Niveau 2","par heure","sur rue",-73.599579,45.534466
"CEA-10609","3013 | BSR | RPP | 6036 St-Hubert","6036 St-Hubert Montréal QC H2S 2L7","Montréal","QC","Niveau 2","par heure","sur rue",-73.599579,45.534466
"CEA-10946","3014 | BSR | RPP | 3561 Masson","3561 Rue Masson Montréal QC H1X 1S1","Montréal","QC","Niveau 2","par heure","sur rue",-73.571796,45.553948
"CEA-10948","3014 | BSR | RPP | 3561 Masson","3561 Rue Masson Montréal QC H1X 1S1","Montréal","QC","Niveau 2","par heure","sur rue",-73.571796,45.553948
"CEA-10876","3015 | BSR | RPP | 2460 Dandurand","2460 Dandurand Montréal QC H2G 2A1","Montréal","QC","Niveau 2","par heure","sur rue",-73.581128,45.54395
"CEA-10871","3015 | BSR | RPP | 2460 Dandurand","2460 Dandurand Montréal QC H2G 2A1","Montréal","QC","Niveau 2","par heure","sur rue",-73.581128,45.54395
"CEA-10840","3016 | BSR | RPP | 4300 Bélanger","4300A Bélanger Montréal QC H1T 3M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.585494,45.566666
"CEA-10846","3016 | BSR | RPP | 4300 Bélanger","4300A Bélanger Montréal QC H1T 3M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.585494,45.566666
