NOM_BORNE_RECHARGE,NOM_PARC,ADRESSE,VILLE,PROVINCE,NIVEAU_RECHARGE,MODE_TARIFICATION,TYPE_EMPLACEMENT,LONGITUDE,LATITUDE
"CEA-10763","17004 | BSR | VER | 490 Willibrord","490 Rue Willibrord Verdun QC H4G 2T6","Verdun","QC","Niveau 2","par heure","sur rue",-73.571019,45.459343
"CEA-10762","17004 | BSR | VER | 490 Willibrord","490 Rue Willibrord Verdun QC H4G 2T6","Verdun","QC","Niveau 2","par heure","sur rue",-73.571019,45.459343
"CEA-10516","17005 | BSR | VER | 6013 Lasalle","6013 Lasalle Verdun QC H4H 1M7","Verdun","QC","Niveau 2","par heure","sur rue",-73.572694,45.446895
"CEA-10746","17005 | BSR | VER | 6013 Lasalle","6013 Lasalle Verdun QC H4H 1M7","Verdun","QC","Niveau 2","par heure","sur rue",-73.572694,45.446895
"CEA-13260","17005 | BSR | VER | 6013 Lasalle","6013 Lasalle Verdun QC H4H 1M7","Verdun","QC","Niveau 2","par heure",,-73.572694,45.446895
"CEA-13246","17005 | BSR | VER | 6013 Lasalle","6013 Lasalle Verdun QC H4H 1M7","Verdun","QC","Niveau 2","par heure",,-73.572694,45.446895
"CEA-10732","17006 | BSR | VER | 4401 Lasalle","4401 Lasalle Verdun QC H4G 2S5","Verdun","QC","Niveau 2","par heure","sur rue",-73.563448,45.459895
"CEA-10944","17006 | BSR | VER | 4401 Lasalle","4401 Lasalle Verdun QC H4G 2S5","Verdun","QC","Niveau 2","par heure","sur rue",-73.563448,45.459895
"CEA-10791","17007 | BSR | VER | 5301 Wellington","5301 Rue Wellington Montréal QC H4H 1N3","Montréal","QC","Niveau 2","par heure","sur rue",-73.567753,45.453856
"CEA-10745","17007 | BSR | VER | 5301 Wellington","5301 Rue Wellington Montréal QC H4H 1N3","Montréal","QC","Niveau 2","par heure","sur rue",-73.567753,45.453856
"CEA-10650","17008 | BSR | VER | 4265 Wellington","4265A Wellington Verdun QC H4G 2R5","Verdun","QC","Niveau 2","par heure","sur rue",-73.567533,45.461067
"CEA-10759","17008 | BSR | VER | 4265 Wellington","4265A Wellington Verdun QC H4G 2R5","Verdun","QC","Niveau 2","par heure","sur rue",-73.567533,45.461067
"CEA-10536","17009 | BSR | VER | 300 Chemin du golf","300 Chemin du golf Verdun QC H3E 1A8","Verdun","QC","Niveau 2","par heure","sur rue",-73.548336,45.46752
"CEA-10597","17009 | BSR | VER | 300 Chemin du golf","300 Chemin du golf Verdun QC H3E 1A8","Verdun","QC","Niveau 2","par heure","sur rue",-73.548336,45.46752
"CEA-12776","17009 | BSR | VER | 300 Chemin du golf","300 Chemin du golf Verdun QC H3E 1A8","Verdun","QC","Niveau 2","par heure",,-73.548336,45.46752
"CEA-12787","17009 | BSR | VER | 300 Chemin du golf","300 Chemin du golf Verdun QC H3E 1A8","Verdun","QC","Niveau 2","par heure",,-73.548336,45.46752
"CEA-10949","17010 | BSR | VER | 282 Elgar","282 Elgar Verdun QC H3E 1C8","Verdun","QC","Niveau 2","par heure","sur rue",-73.546274,45.456843
"CEA-10954","17010 | BSR | VER | 282 Elgar","282 Elgar Verdun QC H3E 1C8","Verdun","QC","Niveau 2","par heure","sur rue",-73.546274,45.456843
"CEA-10833","17010 | BSR | VER | 282 Elgar","282 Elgar Verdun QC H3E 1C8","Verdun","QC","Niveau 2","par heure","sur rue",-73.546274,45.456843
"CEA-10756","17010 | BSR | VER | 282 Elgar","282 Elgar Verdun QC H3E 1C8","Verdun","QC","Niveau 2","par heure","sur rue",-73.546274,45.456843
"CEA-12998","17011 | BSR | VER | 32 ch. de la Pointe sud","32 Chemin de la Pointe Sud Montréal QC H3E 2A9","Montréal","QC","Niveau 2","par heure",,-73.548964,45.451574
"CEA-12806","17011 | BSR | VER | 32 ch. de la Pointe sud","32 Chemin de la Pointe Sud Montréal QC H3E 2A9","Montréal","QC","Niveau 2","par heure",,-73.548964,45.451574
"CEA-13657","17012 | BSR | VER | 164 Rhéaume","164 Rhéaume Montréal QC H4G 3C2","Montréal","QC","Niveau 2","par heure",,-73.565411,45.468059
"CEA-13655","17012 | BSR | VER | 164 Rhéaume","164 Rhéaume Montréal QC H4G 3C2","Montréal","QC","Niveau 2","par heure",,-73.565411,45.468059
"CEA-13440","17012 | BSR | VER | 164 Rhéaume","164 Rhéaume Montréal QC H4G 3C2","Montréal","QC","Niveau 2","par heure",,-73.565411,45.468059
"CEA-13414","17012 | BSR | VER | 164 Rhéaume","164 Rhéaume Montréal QC H4G 3C2","Montréal","QC","Niveau 2","par heure",,-73.565411,45.468059
"CEA-10826","17013 | BSR | VER | 3092 Lasalle","3092 Lasalle Verdun QC H4G 1Y8","Verdun","QC","Niveau 2","par heure","sur rue",-73.569574,45.472561
"CEA-10831","17013 | BSR | VER | 3092 Lasalle","3092 Lasalle Verdun QC H4G 1Y8","Verdun","QC","Niveau 2","par heure","sur rue",-73.569574,45.472561
"CEA-11152","17014 | BSR | VER | 482 Galt","482 Galt Verdun QC H4G 2P4","Verdun","QC","Niveau 2","par heure",,-73.570952,45.462019
"CEA-11358","17014 | BSR | VER | 482 Galt","482 Galt Verdun QC H4G 2P4","Verdun","QC","Niveau 2","par heure",,-73.570952,45.462019
"CEA-11207","17015 | BSR | VER | 378 de L’Église","378 Rue de l'Église Verdun QC H4G 2M6","Verdun","QC","Niveau 2","par heure","sur rue",-73.569639,45.462843
"CEA-11195 ","17015 | BSR | VER | 378 de L’Église","378 Rue de l'Église Verdun QC H4G 2M6","Verdun","QC","Niveau 2","par heure",,-73.569639,45.462843
"CEA-11292","17016 | BSR | VER | 4014 Wellington","4014 Wellington St Verdun QC H4G 1V3","Verdun","QC","Niveau 2","par heure","sur rue",-73.566851,45.463722
"CEA-11307","17016 | BSR | VER | 4014 Wellington","4014 Wellington St Verdun QC H4G 1V3","Verdun","QC","Niveau 2","par heure","sur rue",-73.566851,45.463722
"CEA-11456","17017 | BSR | VER | 3206 Rushbrooke","3206 Rushbrooke Montréal QC H4G 1S7","Montréal","QC","Niveau 2","par heure","sur rue",-73.565253,45.47082
"CEA-11448","17017 | BSR | VER | 3206 Rushbrooke","3206 Rushbrooke Montréal QC H4G 1S7","Montréal","QC","Niveau 2","par heure","sur rue",-73.565253,45.47082
"CEA-11299","17018 | BSR | VER | 97 Rue de l'Église","97 Rue de l'Église Verdun QC H4G 2M1","Verdun","QC","Niveau 2","par heure","sur rue",-73.565322,45.462764
"CEA-11293","17018 | BSR | VER | 97 Rue de l'Église","97 Rue de l'Église Verdun QC H4G 2M1","Verdun","QC","Niveau 2","par heure","sur rue",-73.565322,45.462764
"CEA-12072","17019 | BSR | VER | 51 Berlioz","51 Berlioz Montréal QC H3E 1N2","Montréal","QC","Niveau 2","par heure","sur rue",-73.541582,45.463705
"CEA-12023","17019 | BSR | VER | 51 Berlioz","51 Berlioz Montréal QC H3E 1N2","Montréal","QC","Niveau 2","par heure",,-73.541582,45.463705
"CEA-11437","17020 | BSR | VER | 1105 De L'église","1105 De L'église Montréal QC H4G 2N8","Montréal","QC","Niveau 2","par heure",,-73.578011,45.463213
"CEA-11345","17020 | BSR | VER | 1105 De L'église","1105 De L'église Montréal QC H4G 2N8","Montréal","QC","Niveau 2","par heure",,-73.578011,45.463213
"CEA-12016","17021 | BSR | VER | 105 chemin de la Pointe Sud","105 chemin de la Pointe Sud Montréal QC H3E 1Z9","Montréal","QC","Niveau 2","par heure","sur rue",-73.551044,45.449169
"CEA-12020","17021 | BSR | VER | 105 chemin de la Pointe Sud","105 chemin de la Pointe Sud Montréal QC H3E 1Z9","Montréal","QC","Niveau 2","par heure","sur rue",-73.551044,45.449169
"CEA-12011","17022 | BSR | VER | 3856 Bannantyne","3856 Bannantyne Montréal QC H4G 1B7","Montréal","QC","Niveau 2","par heure",,-73.575332,45.466081
"CEA-12003","17022 | BSR | VER | 3856 Bannantyne","3856 Bannantyne Montréal QC H4G 1B7","Montréal","QC","Niveau 2","par heure",,-73.575332,45.466081
"CEA-12077","17023 | BSR | VER | 1150 Galt","1150 Galt Montréal QC H4G 2P9","Montréal","QC","Niveau 2","par heure","sur rue",-73.577674,45.462306
"CEA-11880","17023 | BSR | VER | 1150 Galt","1150 Galt Montréal QC H4G 2P9","Montréal","QC","Niveau 2","par heure","sur rue",-73.577674,45.462306
"CEA-11920","17025 | BSR | VER | 623 Woodland","623 Woodland Montréal QC H4H 1K6","Montréal","QC","Niveau 2","par heure","sur rue",-73.572931,45.452622
"CEA-11915","17025 | BSR | VER | 623 Woodland","623 Woodland Montréal QC H4H 1K6","Montréal","QC","Niveau 2","par heure","sur rue",-73.572931,45.452622
"CEA-12480","17026 | BSR | VER | 520 Régina","520 Régina Montréal QC H4G 2H3","Montréal","QC","Niveau 2","par heure","sur rue",-73.570121,45.46723
"CEA-12563","17026 | BSR | VER | 520 Régina","520 Régina Montréal QC H4G 2H3","Montréal","QC","Niveau 2","par heure","sur rue",-73.570121,45.46723
"CEA-13089","17027 | BSR | VER | 4501 Bannantyne","4501 Bannantyne Montréal QC H4G 1E3","Montréal","QC","Niveau 2","par heure","sur rue",-73.576864,45.459522
"CEA-13062","17027 | BSR | VER | 4501 Bannantyne","4501 Bannantyne Montréal QC H4G 1E3","Montréal","QC","Niveau 2","par heure","sur rue",-73.576864,45.459522
"CEA-13086","17028 | BHR | VER | 4700 Boul. LaSalle","4700 boul LaSalle Montréal QC H4G 3G2","Montréal","QC","Niveau 2","par heure",,-73.563077,45.457251
"CEA-13079","17028 | BHR | VER | 4700 Boul. LaSalle","4700 boul LaSalle Montréal QC H4G 3G2","Montréal","QC","Niveau 2","par heure",,-73.563077,45.457251
"CEA-13066","17028 | BHR | VER | 4700 Boul. LaSalle","4700 boul LaSalle Montréal QC H4G 3G2","Montréal","QC","Niveau 2","par heure",,-73.563077,45.457251
"CEA-13059","17028 | BHR | VER | 4700 Boul. LaSalle","4700 boul LaSalle Montréal QC H4G 3G2","Montréal","QC","Niveau 2","par heure",,-73.563077,45.457251
"CEA-13046","17029 | BSR | VER | 260 5e Ave","260 5e ave Montréal QC H4G 2Z2","Montréal","QC","Niveau 2","par heure","sur rue",-73.568214,45.456092
"CEA-13075","17029 | BSR | VER | 260 5e Ave","260 5e ave Montréal QC H4G 2Z2","Montréal","QC","Niveau 2","par heure","sur rue",-73.568214,45.456092
"CEA-13027","3000 rue Viau","3000 Rue Viau Montréal QC H1V 3J3","Montréal","QC","Niveau 2","par heure",,-73.550057,45.562034
"CEA-13026","3000 rue Viau","3000 Rue Viau Montréal QC H1V 3J3","Montréal","QC","Niveau 2","par heure",,-73.550057,45.562034
"CEA-13029","3000 rue Viau","3000 Rue Viau Montréal QC H1V 3J3","Montréal","QC","Niveau 2","par heure",,-73.550057,45.562034
"CEA-10306","3001 | BSR | RPP | 6511 St-André","6511 Rue Saint-André Montréal QC H2S 2K7","Montréal","QC","Niveau 2","par heure","sur rue",-73.603003,45.536678
"CEA-10334","3001 | BSR | RPP | 6511 St-André","6511 Rue Saint-André Montréal QC H2S 2K7","Montréal","QC","Niveau 2","par heure","sur rue",-73.603003,45.536678
"CEA-10384","3002 | BSR | RPP | 253 Mozart","253 rue Mozart E Montréal QC H2S 1B5","Montréal","QC","Niveau 2","par heure","sur rue",-73.613515,45.535988
"CEA-10377","3002 | BSR | RPP | 253 Mozart","253 rue Mozart E Montréal QC H2S 1B5","Montréal","QC","Niveau 2","par heure","sur rue",-73.613515,45.535988
"CEA-10360","3003 | BSR | RPP | 2160 Beaubien","2160 Rue Beaubien E Montréal QC H2G 1M6","Montréal","QC","Niveau 2","par heure","sur rue",-73.594017,45.546021
"CEA-10361","3003 | BSR | RPP | 2160 Beaubien","2160 Rue Beaubien E Montréal QC H2G 1M6","Montréal","QC","Niveau 2","par heure","sur rue",-73.594017,45.546021
"CEA-10272","3004 | BSR | RPP | 5429 3e avenue ","5429 3e Avenue Montréal QC H1Y 2W7","Montréal","QC","Niveau 2","par heure","sur rue",-73.576305,45.546737
"CEA-10335","3004 | BSR | RPP | 5429 3e avenue ","5429 3e Avenue Montréal QC H1Y 2W7","Montréal","QC","Niveau 2","par heure","sur rue",-73.576305,45.546737
"CEA-10302","3005 | BSR | RPP | 6435 26e avenue","6435 26e Avenue Montréal QC H1T 3K7","Montréal","QC","Niveau 2","par heure","sur rue",-73.577292,45.564844
"CEA-10284","3005 | BSR | RPP | 6435 26e avenue","6435 26e Avenue Montréal QC H1T 3K7","Montréal","QC","Niveau 2","par heure","sur rue",-73.577292,45.564844
"CEA-10279","3006 | BSR | RPP | 3189 Masson","3189 Rue Masson  Montréal QC H1Y 1Y2","Montréal","QC","Niveau 2","par heure","sur rue",-73.57384,45.550337
"CEA-10342","3006 | BSR | RPP | 3189 Masson","3189 Rue Masson  Montréal QC H1Y 1Y2","Montréal","QC","Niveau 2","par heure","sur rue",-73.57384,45.550337
"CEA-10344","3007 | BSR | RPP | 1031 St-Zotique","1031 Rue Saint-Zotique E Montréal QC H2S 1N1","Montréal","QC","Niveau 2","par heure","sur rue",-73.605239,45.539191
"CEA-10294","3007 | BSR | RPP | 1031 St-Zotique","1031 Rue Saint-Zotique E Montréal QC H2S 1N1","Montréal","QC","Niveau 2","par heure","sur rue",-73.605239,45.539191
"CEA-10358","3008 | BSR | RPP | 3211 Rachel E","3211 Rachel E Montréal QC H1W 1A3","Montréal","QC","Niveau 2","par heure","sur rue",-73.561146,45.545221
"CEA-10363","3008 | BSR | RPP | 3211 Rachel E","3211 Rachel E Montréal QC H1W 1A3","Montréal","QC","Niveau 2","par heure","sur rue",-73.561146,45.545221
"CEA-10825","3009 | BSR | RPP | 7145 Alexandra","7145 Alexandra Montréal QC H2S 3J6","Montréal","QC","Niveau 2","par heure","sur rue",-73.619844,45.532224
"CEA-10870","3009 | BSR | RPP | 7145 Alexandra","7145 Alexandra Montréal QC H2S 3J6","Montréal","QC","Niveau 2","par heure","sur rue",-73.619844,45.532224
"CEA-10649","3010 | BSR | RPP | 7085 St-Laurent","7085A St-Laurent Montréal QC H2S 3E3","Montréal","QC","Niveau 2","par heure","sur rue",-73.616471,45.533906
"CEA-10658","3010 | BSR | RPP | 7085 St-Laurent","7085A St-Laurent Montréal QC H2S 3E3","Montréal","QC","Niveau 2","par heure","sur rue",-73.616471,45.533906
"CEA-12513","3011 | BSR | RPP | 19 St-Zotique O","19 St-Zotique O Montréal QC H2S 1N9","Montréal","QC","Niveau 2","par heure","sur rue",-73.612538,45.531553
"CEA-10129","3011 | BSR | RPP | 19 St-Zotique O","19 St-Zotique O Montréal QC H2S 1N9","Montréal","QC","Niveau 2","par heure","sur rue",-73.612538,45.531553
"CEA-10155","18005 | BSR | PIRO | 9432 Boul. Gouin O. - Parc Nature Bois de Liesse","9432 Boul. Gouin O. Montréal QC H8Y 1T4","Montréal","QC","Niveau 2","par heure","sur rue",-73.763466,45.506856
"CEA-13506","18006 | BSR | PIRO | 9625 Gouin","9625 Gouin  Montréal QC H8Y 1R4","Montréal","QC","Niveau 2","par heure",,-73.781734,45.504175
"CEA-13489","18006 | BSR | PIRO | 9625 Gouin","9625 Gouin  Montréal QC H8Y 1R4","Montréal","QC","Niveau 2","par heure",,-73.781734,45.504175
"CEA-13508","18007 | BSR | PIRO | 519 Rive Boisé","519 Rive Boisé Montréal QC H8Z 2Y4","Montréal","QC","Niveau 2","par heure",,-73.85332,45.499087
"CEA-13512","18007 | BSR | PIRO | 519 Rive Boisé","519 Rive Boisé Montréal QC H8Z 2Y4","Montréal","QC","Niveau 2","par heure",,-73.85332,45.499087
"CEA-13517","18007 | BSR | PIRO | 519 Rive Boisé","519 Rive Boisé Montréal QC H8Z 2Y4","Montréal","QC","Niveau 2","par heure",,-73.85332,45.499087
"CEA-13514","18007 | BSR | PIRO | 519 Rive Boisé","519 Rive Boisé Montréal QC H8Z 2Y4","Montréal","QC","Niveau 2","par heure",,-73.85332,45.499087
"CEA-10112","18080 | BHR | PIRO | 13665 de Pierrefonds : Mairie de Pierrefonds-Rox","13665 Boul. de Pierrefonds Montréal QC H9A 2Z4","Montréal","QC","Niveau 2","par heure",,-73.848821,45.495462
"CEA-103","18080 | BHR | PIRO | 13665 de Pierrefonds : Mairie de Pierrefonds-Rox","13665 Boul. de Pierrefonds Montréal QC H9A 2Z4","Montréal","QC","Niveau 2","par heure",,-73.848821,45.495462
"CEA-11513","18081 | BHR | PIRO | 4600 des Cageux : Parc Grier","4600 rue des Cageux Montréal QC H9J 3R4","Montréal","QC","Niveau 2","par heure",,-73.881088,45.458317
"CEA-10764","18082 | BSR | PIRO | 13555 boul Pierrefonds : Bibliothèque Pierrefonds","13555 boul. Pierrefonds Pierrefonds QC H9A 1A6","Pierrefonds","QC","Niveau 2","par heure","sur rue",-73.848065,45.496298
"CEA-11248","18082 | BSR | PIRO | 13555 boul Pierrefonds : Bibliothèque Pierrefonds","13555 boul. Pierrefonds Pierrefonds QC H9A 1A6","Pierrefonds","QC","Niveau 2","par heure","sur rue",-73.848065,45.496298
"CEA-12825","19001 | BSR | IBSG | 15795 Gouin Ouest","15795 Gouin Ouest Sainte-Geneviève QC H9H 1C5","Sainte-Geneviève","QC","Niveau 2","par heure","sur rue",-73.869856,45.482109
"CEA-12831","19001 | BSR | IBSG | 15795 Gouin Ouest","15795 Gouin Ouest Sainte-Geneviève QC H9H 1C5","Sainte-Geneviève","QC","Niveau 2","par heure","sur rue",-73.869856,45.482109
"CEA-12982","19002 | BSR | IBSG | 186 avenue du manoir","186 avenue du manoir Montréal QC H9C 1V2","Montréal","QC","Niveau 2","par heure","sur rue",-73.874508,45.488664
"CEA-13113","19002 | BSR | IBSG | 186 avenue du manoir","186 avenue du manoir Montréal QC H9C 1V2","Montréal","QC","Niveau 2","par heure","sur rue",-73.874508,45.488664
"CEA-13802","19003 | BSR | IBSG | 439 rue Closse","439 rue Closse Montréal QC H9C 1Y7","Montréal","QC","Niveau 2","par heure",,-73.871413,45.492455
"CEA-13805","19003 | BSR | IBSG | 439 rue Closse","439 rue Closse Montréal QC H9C 1Y7","Montréal","QC","Niveau 2","par heure",,-73.871413,45.492455
"CEA-13847","19004 | BSR | IBSG | 475 Place Blaise","475 Place Blaise Montréal QC H9C 1Y8","Montréal","QC","Niveau 2","par heure",,-73.873202,45.49447
"CEA-13810","19004 | BSR | IBSG | 475 Place Blaise","475 Place Blaise Montréal QC H9C 1Y8","Montréal","QC","Niveau 2","par heure",,-73.873202,45.49447
"CEA-10568","19080 | BHR | IBSG | 500 Montée de l’Église - Bibliothèque Île-Bizard","500 Montée de l'Église - Bibliothèque Île-Bizard Montréal QC H9C 1G9","Montréal","QC","Niveau 2","par heure",,-73.881922,45.488517
"CEA-10341","2001 | BSR | VSMPE | 622 Jarry O","622 rue Jarry O Montréal QC H3N 1G2","Montréal","QC","Niveau 2","par heure","sur rue",-73.635679,45.531218
"CEA-10354","2001 | BSR | VSMPE | 622 Jarry O","622 rue Jarry O Montréal QC H3N 1G2","Montréal","QC","Niveau 2","par heure","sur rue",-73.635679,45.531218
"CEA-12512","2002 | BSR | VSMPE | 520 Jean-Talon O","520 rue Jean-Talon O Montréal QC H3N 1R5","Montréal","QC","Niveau 2","par heure","sur rue",-73.623125,45.528344
"CEA-10449","2002 | BSR | VSMPE | 520 Jean-Talon O","520 rue Jean-Talon O Montréal QC H3N 1R5","Montréal","QC","Niveau 2","par heure","sur rue",-73.623125,45.528344
"CEA-10367","2003 | BSR | VSMPE | 7501 rue St-Denis","7501 rue St-Denis Montréal QC H2R 2E7","Montréal","QC","Niveau 2","par heure","sur rue",-73.620189,45.540224
"CEA-10366","2003 | BSR | VSMPE | 7501 rue St-Denis","7501 rue St-Denis Montréal QC H2R 2E7","Montréal","QC","Niveau 2","par heure","sur rue",-73.620189,45.540224
"CEA-10357","2004 | BSR | VSMPE | 299 Jean-Talon E","299 rue Jean-Talon E Montréal QC H2R 1S9","Montréal","QC","Niveau 2","par heure","sur rue",-73.615787,45.536985
"CEA-10965","2004 | BSR | VSMPE | 299 Jean-Talon E","299 rue Jean-Talon E Montréal QC H2R 1S9","Montréal","QC","Niveau 2","par heure","sur rue",-73.615787,45.536985
"CEA-10726","2005 | BSR | VSMPE | 7218 Lajeunesse","7218 Lajeunesse Montréal QC H2R 2H4","Montréal","QC","Niveau 2","par heure","sur rue",-73.61426,45.539601
"CEA-10387","2005 | BSR | VSMPE | 7218 Lajeunesse","7218 Lajeunesse Montréal QC H2R 2H4","Montréal","QC","Niveau 2","par heure","sur rue",-73.61426,45.539601
"CEA-10353","2006 | BSR | VSMPE | 8106 Casgrain","8106 Avenue Casgrain  Montréal QC H2P 2K5","Montréal","QC","Niveau 2","par heure","sur rue",-73.630968,45.54009
"CEA-10385","2006 | BSR | VSMPE | 8106 Casgrain","8106 Avenue Casgrain  Montréal QC H2P 2K5","Montréal","QC","Niveau 2","par heure","sur rue",-73.630968,45.54009
"CEA-10362","2007 | BSR | VSMPE | 2225 Jean-Talon E","2225 rue Jean-Talon E Montréal QC H2E 1V5","Montréal","QC","Niveau 2","par heure","sur rue",-73.604471,45.551002
"CEA-10364","2007 | BSR | VSMPE | 2225 Jean-Talon E","2225 rue Jean-Talon E Montréal QC H2E 1V5","Montréal","QC","Niveau 2","par heure","sur rue",-73.604471,45.551002
"CEA-10365","2008 | BSR | VSMPE | 10 Villeray","10 Rue Villeray Montréal QC H2R 1E8","Montréal","QC","Niveau 2","par heure","sur rue",-73.624951,45.537309
"CEA-10453","2008 | BSR | VSMPE | 10 Villeray","10 Rue Villeray Montréal QC H2R 1E8","Montréal","QC","Niveau 2","par heure","sur rue",-73.624951,45.537309
"CEA-10856","2009 | BSR | VSMPE | 8074 St-Hubert","8074 St-Hubert Montréal QC H2R 2P3","Montréal","QC","Niveau 2","par heure","sur rue",-73.62604,45.546217
"CEA-10857","2009 | BSR | VSMPE | 8074 St-Hubert","8074 St-Hubert Montréal QC H2R 2P3","Montréal","QC","Niveau 2","par heure","sur rue",-73.62604,45.546217
"CEA-10701","2010 | BSR | VSMPE | 15 Liège E","15A Liege E Montréal QC H2P 1H8","Montréal","QC","Niveau 2","par heure","sur rue",-73.637458,45.541011
"CEA-10702","2010 | BSR | VSMPE | 15 Liège E","15A Liege E Montréal QC H2P 1H8","Montréal","QC","Niveau 2","par heure","sur rue",-73.637458,45.541011
"CEA-10262","2011 | BSR | VSMPE | 625 Liege O","625 Liege O Montréal QC H3N 1A7","Montréal","QC","Niveau 2","par heure","sur rue",-73.642026,45.532989
"CEA-10863","2011 | BSR | VSMPE | 625 Liege O","625 Liege O Montréal QC H3N 1A7","Montréal","QC","Niveau 2","par heure","sur rue",-73.642026,45.532989
"CEA-10706","2012 | BSR | VSMPE | 4085A Bélanger","4085 rue Belanger Montréal QC H1X 1B9","Montréal","QC","Niveau 2","par heure","sur rue",-73.587609,45.564742
"CEA-10691","2012 | BSR | VSMPE | 4085A Bélanger","4085 rue Belanger Montréal QC H1X 1B9","Montréal","QC","Niveau 2","par heure","sur rue",-73.587609,45.564742
"CEA-10865","2013 | BSR | VSMPE | 917 Jean-Talon","917 Jean-Talon O Montréal QC H3N 1S7","Montréal","QC","Niveau 2","par heure","sur rue",-73.625657,45.525355
"CEA-10964","2013 | BSR | VSMPE | 917 Jean-Talon","917 Jean-Talon O Montréal QC H3N 1S7","Montréal","QC","Niveau 2","par heure","sur rue",-73.625657,45.525355
"CEA-10693","2014 | BSR | VSMPE | 6961 des Écores","6961 Des Écores Montréal QC H2E 2V7","Montréal","QC","Niveau 2","par heure","sur rue",-73.599768,45.55102
"CEA-10700","2014 | BSR | VSMPE | 6961 des Écores","6961 Des Écores Montréal QC H2E 2V7","Montréal","QC","Niveau 2","par heure","sur rue",-73.599768,45.55102
"CEA-10699","2015 | BSR | VSMPE | 7140 Bordeaux","7140 Rue de Bordeaux Montréal QC H2E 2M3","Montréal","QC","Niveau 2","par heure","sur rue",-73.605228,45.549544
"CEA-10613","2015 | BSR | VSMPE | 7140 Bordeaux","7140 Rue de Bordeaux Montréal QC H2E 2M3","Montréal","QC","Niveau 2","par heure","sur rue",-73.605228,45.549544
"CEA-10760","2016 | BSR | VSMPE | 630 Jean-Talon O","630 Jean-Talon O Montréal QC H3N 1R7","Montréal","QC","Niveau 2","par heure","sur rue",-73.623768,45.527566
"CEA-10728","2016 | BSR | VSMPE | 630 Jean-Talon O","630 Jean-Talon O Montréal QC H3N 1R7","Montréal","QC","Niveau 2","par heure","sur rue",-73.623768,45.527566
"CEA-10943","2017 | BSR | VSMPE | 7877 Foucher","7877 Foucher Montréal QC H2R 2K8","Montréal","QC","Niveau 2","par heure","sur rue",-73.624581,45.544017
"CEA-10653","2017 | BSR | VSMPE | 7877 Foucher","7877 Foucher Montréal QC H2R 2K8","Montréal","QC","Niveau 2","par heure","sur rue",-73.624581,45.544017
"CEA-10638","2018 | BSR | VSMPE | 8498 Châteaubriand","8498 Avenue De Chateaubriand Montréal QC H2P 2A3","Montréal","QC","Niveau 2","par heure","sur rue",-73.633248,45.54749
"CEA-10770","2018 | BSR | VSMPE | 8498 Châteaubriand","8498 Avenue De Chateaubriand Montréal QC H2P 2A3","Montréal","QC","Niveau 2","par heure","sur rue",-73.633248,45.54749
"CEA-10566","2020 | BSR | VSMPE | 7151 St-Dominique","7151A St-Dominique Montréal QC H2R 1X3","Montréal","QC","Niveau 2","par heure","sur rue",-73.617578,45.535345
"CEA-10599","2020 | BSR | VSMPE | 7151 St-Dominique","7151A St-Dominique Montréal QC H2R 1X3","Montréal","QC","Niveau 2","par heure","sur rue",-73.617578,45.535345
"CEA-10737","2022 | BSR | VSMPE | 3232 Bélanger","3232 Rue Bélanger Montréal QC H1Y 3H5","Montréal","QC","Niveau 2","par heure","sur rue",-73.594418,45.556916
"CEA-10643","2022 | BSR | VSMPE | 3232 Bélanger","3232 Rue Bélanger Montréal QC H1Y 3H5","Montréal","QC","Niveau 2","par heure","sur rue",-73.594418,45.556916
"CEA-10761","2023 | BSR | VSMPE | 8630 Berri","8630 Rue Berri Montréal QC H2P 2G4","Montréal","QC","Niveau 2","par heure","sur rue",-73.637378,45.54569
"CEA-10742","2023 | BSR | VSMPE | 8630 Berri","8630 Rue Berri Montréal QC H2P 2G4","Montréal","QC","Niveau 2","par heure","sur rue",-73.637378,45.54569
"CEA-10740","2024 | BSR | VSMPE | 7200 Hutchison","7200 Hutchison Montréal QC H3N 1Z2","Montréal","QC","Niveau 2","par heure","sur rue",-73.623048,45.529818
"CEA-10569","2024 | BSR | VSMPE | 7200 Hutchison","7200 Hutchison Montréal QC H3N 1Z2","Montréal","QC","Niveau 2","par heure","sur rue",-73.623048,45.529818
"CEA-10749","2025 | BSR | VSMPE | 7352 Drolet","7352A Drolet Montréal QC H2R 2C4","Montréal","QC","Niveau 2","par heure","sur rue",-73.618643,45.538637
"CEA-10725","2025 | BSR | VSMPE | 7352 Drolet","7352A Drolet Montréal QC H2R 2C4","Montréal","QC","Niveau 2","par heure","sur rue",-73.618643,45.538637
"CEA-10727","2026 | BSR | VSMPE | 151 Castelnau","151 Castelnau Montréal QC H2R 1P3","Montréal","QC","Niveau 2","par heure","sur rue",-73.618958,45.536725
"CEA-10758","2026 | BSR | VSMPE | 151 Castelnau","151 Castelnau Montréal QC H2R 1P3","Montréal","QC","Niveau 2","par heure","sur rue",-73.618958,45.536725
"CEA-11304","2027 | BSR | VSMPE | 7187 St-Hubert","7187 St-Hubert Montréal QC H2R 2N2","Montréal","QC","Niveau 2","par heure",,-73.613738,45.541022
"CEA-11290","2027 | BSR | VSMPE | 7187 St-Hubert","7187 St-Hubert Montréal QC H2R 2N2","Montréal","QC","Niveau 2","par heure",,-73.613738,45.541022
